,이름,주소,구 이름,브랜드
353,송파KT,서울특별시 송파구 잠실로 209 ,송파구,스타벅스
354,문정법조타운 한양타워,서울특별시 송파구 법원로11길 12 ,송파구,스타벅스
355,송파마천사거리DT,서울특별시 송파구 거마로 78 ,송파구,스타벅스
356,목동파리공원,서울특별시 양천구 목동동로 377 ,양천구,스타벅스
357,등촌역,서울특별시 양천구 공항대로 566 ,양천구,스타벅스
358,목동행복한,서울특별시 양천구 목동동로 309 ,양천구,스타벅스
359,신정DT,서울특별시 양천구 신월로 341 ,양천구,스타벅스
360,목동역,서울특별시 양천구 목동로 203 ,양천구,스타벅스
361,목동오목로,서울특별시 양천구 오목로 279 ,양천구,스타벅스
362,목동8단지,서울특별시 양천구 목동서로 299 ,양천구,스타벅스
363,오목교역,서울특별시 양천구 오목로 354 ,양천구,스타벅스
364,신월IC DT,서울특별시 양천구 남부순환로 430 ,양천구,스타벅스
365,목동7단지,서울특별시 양천구 목동서로 213 ,양천구,스타벅스
366,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호",양천구,스타벅스
367,목동,서울특별시 양천구 목동서로 67 ,양천구,스타벅스
368,현대목동,서울특별시 양천구 목동동로 257 ,양천구,스타벅스
369,목동SBS,서울특별시 양천구 목동서로 161 ,양천구,스타벅스
370,목동트라팰리스,서울특별시 양천구 오목로 299 ,양천구,스타벅스
371,목동10단지,서울특별시 양천구 목동서로 401 ,양천구,스타벅스
372,신월동DT,서울특별시 양천구 남부순환로 319 ,양천구,스타벅스
373,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 ,영등포구,스타벅스
374,샛강역,서울특별시 영등포구 여의대방로 376 ,영등포구,스타벅스
375,영등포역,서울특별시 영등포구 경인로 870 ,영등포구,스타벅스
376,당산대로,서울특별시 영등포구 양평로 22 ,영등포구,스타벅스
377,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 ,영등포구,스타벅스
378,여의도KBS R,서울특별시 영등포구 의사당대로 26 ,영등포구,스타벅스
379,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 ,영등포구,스타벅스
380,국회대로,서울특별시 영등포구 국회대로 786 ,영등포구,스타벅스
381,영등포KT,서울특별시 영등포구 영중로 119 ,영등포구,스타벅스
382,여의도공원R,서울특별시 영등포구 여의공원로 101 ,영등포구,스타벅스
383,국회의사당역,서울특별시 영등포구 의사당대로 8 ,영등포구,스타벅스
384,여의도역R,서울특별시 영등포구 의사당대로 83 ,영등포구,스타벅스
385,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 ,영등포구,스타벅스
386,동여의도,서울특별시 영등포구 국제금융로 86 ,영등포구,스타벅스
387,여의도ABL타워,서울특별시 영등포구 의사당대로 147 ,영등포구,스타벅스
388,영등포신길,서울특별시 영등포구 신길로 137 ,영등포구,스타벅스
389,문래역,서울특별시 영등포구 당산로 34 ,영등포구,스타벅스
390,당산,서울특별시 영등포구 양평로 64 ,영등포구,스타벅스
391,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 ,영등포구,스타벅스
392,여의도일신,서울특별시 영등포구 은행로 11 ,영등포구,스타벅스
393,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 ",영등포구,스타벅스
394,하이테크시티,서울특별시 영등포구 경인로 775 ,영등포구,스타벅스
395,여의도,서울특별시 영등포구 국제금융로2길 28 ,영등포구,스타벅스
396,롯데캐슬여의도,서울특별시 영등포구 의사당대로 127 ,영등포구,스타벅스
397,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 ",영등포구,스타벅스
398,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 ",영등포구,스타벅스
399,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 ",영등포구,스타벅스
400,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 ",영등포구,스타벅스
401,영등포본동,서울특별시 영등포구 영등포로 254 ,영등포구,스타벅스
402,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 ,영등포구,스타벅스
403,여의도의사당,서울특별시 영등포구 국회대로74길 12 ,영등포구,스타벅스
404,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 ,영등포구,스타벅스
405,여의도신한투자증권타워,서울특별시 영등포구 여의대로 70 ,영등포구,스타벅스
406,선유도역 1번출구,서울특별시 영등포구 양평로 128 ,영등포구,스타벅스
407,영등포시장역,서울특별시 영등포구 영중로 79 ,영등포구,스타벅스
408,영등포구청역,서울특별시 영등포구 국회대로 558 ,영등포구,스타벅스
409,서울양평역,서울특별시 영등포구 선유서로24길 6 ,영등포구,스타벅스
410,영등포시장교차로,서울특별시 영등포구 영중로 45 ,영등포구,스타벅스
411,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 ,영등포구,스타벅스
412,당산역사거리,서울특별시 영등포구 양평로 47 ,영등포구,스타벅스
413,신풍역,서울특별시 영등포구 신풍로 23 ,영등포구,스타벅스
414,선유도역,서울특별시 영등포구 양평로 115 ,영등포구,스타벅스
415,불광역,서울특별시 은평구 통일로 715 ,은평구,스타벅스
416,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,은평구,스타벅스
417,연신내역사거리,서울특별시 은평구 통일로 842 ,은평구,스타벅스
418,연신내,서울특별시 은평구 통일로 867 ,은평구,스타벅스
419,구파발역,서울특별시 은평구 진관2로 12,은평구,스타벅스
420,은평구청입구,서울특별시 은평구 은평로 170 ,은평구,스타벅스
421,은평이마트,서울특별시 은평구 은평로 111 ,은평구,스타벅스
422,구산역,서울특별시 은평구 연서로 146 ,은평구,스타벅스
423,불광역8번출구,서울특별시 은평구 통일로 746 ,은평구,스타벅스
424,수색,서울특별시 은평구 수색로 216 ,은평구,스타벅스
425,새절역,서울특별시 은평구 증산로 371 ,은평구,스타벅스
426,더북한산,서울특별시 은평구 대서문길 24-11 ,은평구,스타벅스
427,녹번역,서울특별시 은평구 통일로 636 ,은평구,스타벅스
428,진관DT,서울특별시 은평구 연서로 645 ,은평구,스타벅스
429,연합뉴스,서울특별시 종로구 율곡로2길 25 ,종로구,스타벅스
430,혜화역,서울특별시 종로구 대학로12길 4 ,종로구,스타벅스
431,경희궁로,서울특별시 종로구 새문안로3길 15 ,종로구,스타벅스
432,강북삼성병원,서울특별시 종로구 새문안로 29 ,종로구,스타벅스
433,종로평창동,서울특별시 종로구 평창12길 3 ,종로구,스타벅스
434,광화문우체국,서울특별시 종로구 종로 6 ,종로구,스타벅스
435,종로R,서울특별시 종로구 종로 51 ,종로구,스타벅스
436,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,종로구,스타벅스
437,정부서울청사R,서울특별시 종로구 새문안로5가길 28 ,종로구,스타벅스
438,동묘앞역,서울특별시 종로구 종로 344 ,종로구,스타벅스
439,종로구청,서울특별시 종로구 삼봉로 71 ,종로구,스타벅스
440,북촌로,서울특별시 종로구 북촌로4길 23 ,종로구,스타벅스
441,종로수송,서울특별시 종로구 종로5길 30 ,종로구,스타벅스
442,새문안로,서울특별시 종로구 새문안로 92 ,종로구,스타벅스
443,안국,서울특별시 종로구 북촌로 5-1 ,종로구,스타벅스
444,삼청동,서울특별시 종로구 삼청로 111-1 ,종로구,스타벅스
445,광화문D타워,서울특별시 종로구 종로3길 17 ,종로구,스타벅스
446,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 ",종로구,스타벅스
447,인사,서울특별시 종로구 인사동길 14 ,종로구,스타벅스
448,광화문,서울특별시 종로구 세종대로 167 ,종로구,스타벅스
449,성대입구,서울특별시 종로구 창경궁로 235 ,종로구,스타벅스
450,스페이스본,서울특별시 종로구 사직로8길 4 ,종로구,스타벅스
451,주얼리시티,서울특별시 종로구 종로 183 ,종로구,스타벅스
452,종각,서울특별시 종로구 종로 64 ,종로구,스타벅스
453,동숭로아트,서울특별시 종로구 동숭길 110 ,종로구,스타벅스
454,종로관철,"서울특별시 종로구 종로12길 21, 2층 ",종로구,스타벅스
455,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 ",종로구,스타벅스
456,이마빌딩,서울특별시 종로구 종로1길 42 ,종로구,스타벅스
457,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 ",종로구,스타벅스
458,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 ",종로구,스타벅스
459,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 ",종로구,스타벅스
460,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호",종로구,스타벅스
461,종로관수,서울특별시 종로구 삼일대로20길 13 ,종로구,스타벅스
462,광화문교보문고,서울특별시 종로구 종로 1 ,종로구,스타벅스
463,정동,서울특별시 종로구 새문안로 42 ,종로구,스타벅스
464,종로플레이스,서울특별시 종로구 창경궁로 120 ,종로구,스타벅스
465,강북삼성병원1층,서울특별시 종로구 새문안로 29 ,종로구,스타벅스
466,동숭길입구,서울특별시 종로구 대학로 146 ,종로구,스타벅스
467,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,종로구,스타벅스
468,서대문역,서울특별시 종로구 통일로 134 ,종로구,스타벅스
469,숭례문북창,서울특별시 중구 세종대로12길 12 ,중구,스타벅스
470,을지로4가역,서울특별시 중구 을지로 170 ,중구,스타벅스
471,동대문두타,서울특별시 중구 장충단로 275 ,중구,스타벅스
472,대한상공회의소R,서울특별시 중구 세종대로 39 ,중구,스타벅스
473,국립중앙의료원,서울특별시 중구 을지로 251 ,중구,스타벅스
474,동국대,서울특별시 중구 서애로 1길 11,중구,스타벅스
475,신세계본점5F,서울특별시 중구 소공로 63 ,중구,스타벅스
476,을지로내외빌딩R,서울특별시 중구 을지로 51 ,중구,스타벅스
477,대우재단빌딩,서울특별시 중구 퇴계로 18 ,중구,스타벅스
478,동대문공원,서울특별시 중구 장충단로 229 ,중구,스타벅스
479,을지로국제빌딩,서울특별시 중구 남대문로 109 ,중구,스타벅스
480,동대입구역,서울특별시 중구 장충단로 166 ,중구,스타벅스
481,신당역사거리,서울특별시 중구 다산로 258 ,중구,스타벅스
482,연세세브란스,서울특별시 중구 통일로 10 ,중구,스타벅스
483,회현역,서울특별시 중구 퇴계로 72 ,중구,스타벅스
484,을지로경기빌딩,서울특별시 중구 남대문로10길 9 ,중구,스타벅스
485,을지로2가,서울특별시 중구 삼일대로 358 ,중구,스타벅스
486,신세계본점6F,서울특별시 중구 퇴계로 77 ,중구,스타벅스
487,서울중앙우체국,서울특별시 중구 소공로 70 ,중구,스타벅스
488,한국프레스센터,서울특별시 중구 세종대로 124 ,중구,스타벅스
489,명동중앙로,서울특별시 중구 명동길 60 ,중구,스타벅스
490,약수역,서울특별시 중구 다산로 129 ,중구,스타벅스
491,중구저동,서울특별시 중구 수표로 34 ,중구,스타벅스
492,명동길,서울특별시 중구 명동10길 41,중구,스타벅스
493,서소문로,서울특별시 중구 서소문로 120 ,중구,스타벅스
494,신당역,"서울특별시 중구 퇴계로 385, 1층 ",중구,스타벅스
495,명동메트로,서울특별시 중구 명동9가길 14 ,중구,스타벅스
496,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 ",중구,스타벅스
497,순화동더샵,"서울특별시 중구 칠패로 27, 1층 ",중구,스타벅스
498,대한극장,서울특별시 중구 퇴계로 212 ,중구,스타벅스
499,환구단,서울특별시 중구 소공로 112 ,중구,스타벅스
500,무교동,서울특별시 중구 무교로 21 ,중구,스타벅스
501,문화일보,서울특별시 중구 새문안로 22 ,중구,스타벅스
502,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 ",중구,스타벅스
503,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 ",중구,스타벅스
504,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 ",중구,스타벅스
505,황학캐슬,서울특별시 중구 청계천로 400 ,중구,스타벅스
506,을지로삼화타워,서울특별시 중구 을지로5길 16 ,중구,스타벅스
507,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 ",중구,스타벅스
508,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 ",중구,스타벅스
509,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 ",중구,스타벅스
510,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 ",중구,스타벅스
511,명동입구,서울특별시 중구 남대문로 68-1 ,중구,스타벅스
512,충무로,서울특별시 중구 충무로 3 ,중구,스타벅스
513,이마트타워,서울특별시 중구 세종대로7길 37 ,중구,스타벅스
514,동호로,서울특별시 중구 동호로 171 ,중구,스타벅스
515,무교로,서울특별시 중구 무교로 15 ,중구,스타벅스
516,청계크리스탈스퀘어,서울특별시 중구 청계천로 106 ,중구,스타벅스
517,숭례문SG타워,서울특별시 중구 세종대로 14 ,중구,스타벅스
518,세종대로,서울특별시 중구 세종대로 135-5 ,중구,스타벅스
519,동대문디자인플라자,서울특별시 중구 을지로 281 ,중구,스타벅스
520,별다방,서울특별시 중구 퇴계로 100 ,중구,스타벅스
521,포포인츠명동,서울특별시 중구 삼일대로10길 36 ,중구,스타벅스
522,명동남산,서울특별시 중구 퇴계로 132 ,중구,스타벅스
523,명일역,서울특별시 강동구 양재대로 1647 ,강동구,스타벅스
524,강동구청DT,서울특별시 강동구 성내로 32 ,강동구,스타벅스
525,강동암사DT,서울특별시 강동구 고덕로 43 ,강동구,스타벅스
526,굽은다리역,서울특별시 강동구 양재대로 1568 ,강동구,스타벅스
527,강동역,서울특별시 강동구 천호대로 1089 ,강동구,스타벅스
528,둔촌동,서울특별시 강동구 양재대로 1303 ,강동구,스타벅스
529,천호로데오,서울특별시 강동구 천호대로 1037 ,강동구,스타벅스
530,천호이마트,서울특별시 강동구 천호대로 1015-14 ,강동구,스타벅스
531,길동역,서울특별시 강동구 양재대로 1487 ,강동구,스타벅스
532,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 ",강동구,스타벅스
533,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 ",강동구,스타벅스
534,명일이마트,서울특별시 강동구 동남로75길 5 ,강동구,스타벅스
535,상일동역,서울특별시 강동구 고덕로 399 ,강동구,스타벅스
536,천호사거리,서울특별시 강동구 올림픽로 651 ,강동구,스타벅스
537,강일역,서울특별시 강동구 고덕로 429 ,강동구,스타벅스
538,올림픽공원북2문,서울특별시 강동구 강동대로 199 ,강동구,스타벅스
539,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스,강동구,스타벅스
540,신도림,서울특별시 구로구 경인로 610 ,구로구,스타벅스
541,구로디지털타워,서울특별시 구로구 디지털로32길 30 ,구로구,스타벅스
542,오류동역,서울특별시 구로구 경인로 216 ,구로구,스타벅스
543,구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 ",구로구,스타벅스
544,구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 ",구로구,스타벅스
545,구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 ",구로구,스타벅스
546,현대디큐브2F,서울특별시 구로구 경인로 662 ,구로구,스타벅스
547,구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 ",구로구,스타벅스
548,현대디큐브B2,서울특별시 구로구 경인로 662 ,구로구,스타벅스
549,구로고척,서울특별시 구로구 경인로 387 ,구로구,스타벅스
550,구로NC,서울특별시 구로구 구로중앙로 152 ,구로구,스타벅스
551,구로오류DT,서울특별시 구로구 서해안로 2233 ,구로구,스타벅스
552,구로구청,서울특별시 구로구 가마산로 232 ,구로구,스타벅스
553,고척아이파크,서울특별시 구로구 경인로43길 49 ,구로구,스타벅스
554,답십리역,서울특별시 동대문구 천호대로 263 ,동대문구,스타벅스
555,경희대삼거리,서울특별시 동대문구 회기로 141 ,동대문구,스타벅스
556,외대정문,서울특별시 동대문구 이문로 93 ,동대문구,스타벅스
557,신설동역,서울특별시 동대문구 왕산로 19 ,동대문구,스타벅스
558,회기역사거리,서울특별시 동대문구 이문로 37 ,동대문구,스타벅스
559,외대,서울특별시 동대문구 휘경로 12-1 ,동대문구,스타벅스
560,장한평역,서울특별시 동대문구 장한로 10 ,동대문구,스타벅스
561,경희대,서울특별시 동대문구 경희대로 16-1 ,동대문구,스타벅스
562,청량리역롯데캐슬스카이,서울특별시 동대문구 답십리로 27 ,동대문구,스타벅스
563,경동1960,서울특별시 동대문구 고산자로36길 3 ,동대문구,스타벅스
564,청량리역사,서울특별시 동대문구 왕산로 214 ,동대문구,스타벅스
565,답십리초교사거리,서울특별시 동대문구 전농로 38 ,동대문구,스타벅스
566,장안사거리,서울특별시 동대문구 답십리로 267 ,동대문구,스타벅스
567,서울숲역,서울특별시 성동구 왕십리로 50 ,성동구,스타벅스
568,금호역,서울특별시 성동구 동호로 99 ,성동구,스타벅스
569,뚝섬역,서울특별시 성동구 아차산로 42 ,성동구,스타벅스
570,황학사거리,서울특별시 성동구 왕십리로 410 ,성동구,스타벅스
571,성수역,서울특별시 성동구 성수이로 94 ,성동구,스타벅스
572,상왕십리역,서울특별시 성동구 왕십리로 382 ,성동구,스타벅스
573,왕십리역,서울특별시 성동구 왕십리로 326 ,성동구,스타벅스
574,한양대,서울특별시 성동구 왕십리로 225 ,성동구,스타벅스
575,엔터식스,서울특별시 성동구 왕십리광장로 17 ,성동구,스타벅스
576,신금호역,서울특별시 성동구 금호로 158-1 ,성동구,스타벅스
577,왕십리역9번출구,서울특별시 성동구 고산자로 234 ,성동구,스타벅스
578,성수,서울특별시 성동구 아차산로 104 ,성동구,스타벅스
579,옥수,서울특별시 성동구 독서당로 202 ,성동구,스타벅스
580,성수낙낙,서울특별시 성동구 광나루로8길 31 ,성동구,스타벅스
581,효창공원앞역,서울특별시 용산구 백범로 313 ,용산구,스타벅스
582,서울역서부,서울특별시 용산구 만리재로 202 ,용산구,스타벅스
583,이태원역,서울특별시 용산구 이태원로 188 ,용산구,스타벅스
584,한강진역R,서울특별시 용산구 이태원로 252 ,용산구,스타벅스
585,용산역써밋R,서울특별시 용산구 한강대로 69 ,용산구,스타벅스
586,이촌,서울특별시 용산구 이촌로 276 ,용산구,스타벅스
587,신용산역,서울특별시 용산구 한강대로 95 ,용산구,스타벅스
588,용산파크타워,서울특별시 용산구 서빙고로 67 ,용산구,스타벅스
589,남영동,서울특별시 용산구 한강대로 275 ,용산구,스타벅스
590,한남동R,서울특별시 용산구 독서당로 94 ,용산구,스타벅스
591,서울타워,서울특별시 용산구 남산공원길 105 ,용산구,스타벅스
592,서울역동자동,서울특별시 용산구 한강대로 372 ,용산구,스타벅스
593,순천향입구,서울특별시 용산구 대사관로 67 ,용산구,스타벅스
594,숙대,서울특별시 용산구 청파로47길 57 ,용산구,스타벅스
595,동빙고,서울특별시 용산구 장문로 12 ,용산구,스타벅스
596,숙대입구역,서울특별시 용산구 한강대로 291 ,용산구,스타벅스
597,용산아이파크몰,서울특별시 용산구 한강대로23길 55,용산구,스타벅스
598,동부이촌동,서울특별시 용산구 이촌로 198 ,용산구,스타벅스
599,숙명여대정문,서울특별시 용산구 청파로47길 100  청파동2가) 프라임관B1F,용산구,스타벅스
600,용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 ,용산구,스타벅스
601,경리단길,서울특별시 용산구 회나무로 3 ,용산구,스타벅스
602,서울역사,서울특별시 용산구 한강대로 405 ,용산구,스타벅스
603,용산리첸시아,서울특별시 용산구 백범로 341 ,용산구,스타벅스
604,용산전자랜드,서울특별시 용산구 청파로 74 ,용산구,스타벅스
605,상봉,서울특별시 중랑구 상봉로 131 ,중랑구,스타벅스
606,중랑역,서울특별시 중랑구 망우로30길 3 ,중랑구,스타벅스
607,중랑구청,서울특별시 중랑구 신내로 72,중랑구,스타벅스
608,사가정역,서울특별시 중랑구 면목로 310,중랑구,스타벅스
609,상봉역,서울특별시 중랑구 망우로 307 ,중랑구,스타벅스
610,묵동,서울특별시 중랑구 동일로 952 ,중랑구,스타벅스
611,양원역,서울특별시 중랑구 양원역로10길 3 ,중랑구,스타벅스
612,중화역,서울특별시 중랑구 봉화산로 35 1층,중랑구,스타벅스
613,금란망우점,서울 중랑구 망우로 460 ,중랑구,이디야
614,동원사거리점,서울 중랑구 겸재로 240 ,중랑구,이디야
615,망우동점,서울 중랑구 망우로 416 ,중랑구,이디야
616,망우중앙점,서울 중랑구 용마산로115길 109 ,중랑구,이디야
617,망우코레일점,서울 중랑구 망우로55길 11-10 ,중랑구,이디야
618,먹골역점,서울 중랑구 동일로157길 13 ,중랑구,이디야
619,면목경남아너스빌점,서울 중랑구 면목로27길 92 ,중랑구,이디야
620,면목늘찬병원점,서울 중랑구 동일로 643 ,중랑구,이디야
621,면목본동점,서울 중랑구 면목로 370 ,중랑구,이디야
622,면목역점,서울 중랑구 면목로 429 ,중랑구,이디야
623,묵동자이점,서울 중랑구 동일로 932 ,중랑구,이디야
624,봉화산역점,서울 중랑구 신내로 211 ,중랑구,이디야
625,사가정아이파크점,서울 중랑구 동일로92길 57 ,중랑구,이디야
626,사가정역점,서울 중랑구 면목로 325 ,중랑구,이디야
627,상봉엠코점,서울 중랑구 망우로 353 ,중랑구,이디야
628,상봉역점,서울 중랑구 망우로 277 ,중랑구,이디야
629,상봉중앙점,서울 중랑구 망우로 316 ,중랑구,이디야
630,서울상봉1동점,서울 중랑구 상봉중앙로 36 ,중랑구,이디야
631,서울중랑경찰서점,서울 중랑구 신내역로3길 40-11 ,중랑구,이디야
632,서울중화초등학교점,서울 중랑구 신내로7가길 7 ,중랑구,이디야
633,서일중앙점,서울 중랑구 용마산로 394 ,중랑구,이디야
634,신내동점,서울 중랑구 봉화산로 215 ,중랑구,이디야
635,양원남부점,서울 중랑구 양원역로 25-10 ,중랑구,이디야
636,양원역점,서울 중랑구 양원역로14가길 24 ,중랑구,이디야
637,용마산역점,서울 중랑구 면목로 254-1 ,중랑구,이디야
638,중랑교차로점,서울 중랑구 동일로 683 ,중랑구,이디야
639,중랑역점,서울 중랑구 망우로 198 ,중랑구,이디야
640,중화동점,서울 중랑구 동일로129길 1 ,중랑구,이디야
641,중화역점,"서울 중랑구 동일로 815, 1층",중랑구,이디야
642,화랑대역점,서울 중랑구 신내로25가길 2 ,중랑구,이디야
643,강남YMCA점,서울 강남구 논현동,강남구,이디야
644,강남구청역아이티웨딩점,서울 강남구 학동로 338 ,강남구,이디야
645,강남논현학동점,서울 강남구 논현로131길 28 ,강남구,이디야
646,강남대치점,서울 강남구 역삼로 415 ,강남구,이디야
647,강남도산점,서울 강남구 도산대로37길 20 ,강남구,이디야
648,강남세곡점,서울 강남구 헌릉로569길 9 ,강남구,이디야
649,강남율현점,서울 강남구 밤고개로21길 8 ,강남구,이디야
650,강남자곡점,서울 강남구 자곡로 180 ,강남구,이디야
651,개포동역점,서울 강남구 개포로82길 11 ,강남구,이디야
652,건설회관점,서울 강남구 언주로 711 ,강남구,이디야
653,대청역점,서울 강남구 개포로109길 34 ,강남구,이디야
654,대치역점,서울 강남구 남부순환로 2937 ,강남구,이디야
655,도곡2동점,서울 강남구 논현로 142 ,강남구,이디야
656,도산사거리점,서울 강남구 논현동 ,강남구,이디야
657,삼성대치점,서울 강남구 삼성로64길 32 ,강남구,이디야
658,삼성동점,서울 강남구 테헤란로88길 10 ,강남구,이디야
659,삼성중앙역점,서울 강남구 삼성로 608 ,강남구,이디야
660,삼성한전점,서울 강남구 테헤란로107길 11 ,강남구,이디야
661,선릉역점,서울 강남구 테헤란로 332 ,강남구,이디야
662,선릉점,서울 강남구 선릉로86길 15 ,강남구,이디야
663,선정릉역점,서울 강남구 봉은사로 326 ,강남구,이디야
664,수서역점,서울 강남구 광평로 280 ,강남구,이디야
665,신사역점,서울 강남구 압구정로2길 62 ,강남구,이디야
666,신사점,서울 강남구 도산대로 118 ,강남구,이디야
667,압구정로데오역점,서울 강남구 선릉로161길 20 ,강남구,이디야
668,압구정점,서울 강남구 신사동,강남구,이디야
669,압구정현대점 ,서울 강남구 압구정로 214 ,강남구,이디야
670,역삼더블루점,서울 강남구 논현로63길 16 ,강남구,이디야
671,역삼역점,서울 강남구 테헤란로25길 17 ,강남구,이디야
672,역삼월드점,서울 강남구 역삼로52길 14 ,강남구,이디야
673,역삼점,서울 강남구 논현로72길 13 ,강남구,이디야
674,역삼중앙점,서울 강남구 언주로81길 8 ,강남구,이디야
675,역삼초교점,서울 강남구 강남대로 314 ,강남구,이디야
676,역삼충현점,서울 강남구 논현로98길 7 ,강남구,이디야
677,역삼플래티넘점,서울 강남구 테헤란로4길 46 ,강남구,이디야
678,을지병원사거리점,서울 강남구 도산대로30길 7 ,강남구,이디야
679,이디야커피랩,서울 강남구 논현로 636 ,강남구,이디야
680,일원동점,서울 강남구 양재대로27길 20 ,강남구,이디야
681,청담사거리점,서울 강남구 도산대로 521 ,강남구,이디야
682,청담역점,서울 강남구 삼성로 721 ,강남구,이디야
683,포이사거리점,서울 강남구 개포로 218 ,강남구,이디야
684,학동역점,서울 강남구 학동로 219 ,강남구,이디야
685,학동제마점,서울 강남구 학동로34길 22 ,강남구,이디야
686,한티역점,서울 강남구 도곡로69길 8 ,강남구,이디야
687,4.19사거리점,서울 강북구 삼양로 501 ,강북구,이디야
688,가오리역점,서울 강북구 삼각산로 108 ,강북구,이디야
689,강북경찰서점,서울 강북구 오패산로 403 ,강북구,이디야
690,미아꿈의숲해링턴점,서울 강북구 오현로 45 ,강북구,이디야
691,미아삼거리역점,서울 강북구 도봉로10길 28 ,강북구,이디야
692,미아삼거리점,서울 강북구 도봉로 45 ,강북구,이디야
693,미아송천점,서울 강북구 삼양로 118 ,강북구,이디야
694,미아역점,서울 강북구 도봉로 207 -3,강북구,이디야
695,미아중앙점,서울 강북구 도봉로 128 ,강북구,이디야
696,번동점,서울 강북구 오현로 194 ,강북구,이디야
697,북한산점,서울 강북구 4.19로 85 ,강북구,이디야
698,삼각산점,서울 강북구 솔샘로40길 3 ,강북구,이디야
699,삼양사거리점,서울 강북구 솔샘로 254 ,강북구,이디야
700,삼양시장점,서울 강북구 삼양로 234 ,강북구,이디야
701,수유1동점,서울 강북구 삼양로 293 ,강북구,이디야
702,수유사거리점,서울 강북구 덕릉로 82 ,강북구,이디야
703,수유역점,서울 강북구 도봉로 355 ,강북구,이디야
704,우이역도선사점,서울 강북구 삼양로173길 21 ,강북구,이디야
705,한신대점,서울 강북구 덕릉로 31 ,강북구,이디야
706,가양역점,서울 강서구 양천로 500 ,강서구,이디야
707,강서nc점,서울 강서구 강서로54길 11 ,강서구,이디야
708,강서가양동점 ,서울 강서구 강서로 511 ,강서구,이디야
709,강서교차로점,"서울 강서구 공항대로 437  등촌동, 주신기업",강서구,이디야
710,강서구청점,서울 강서구 화곡로 292 ,강서구,이디야
711,강서한강자이점,서울 강서구 양천로 401 ,강서구,이디야
712,개화산역점,서울 강서구 양천로 28 ,강서구,이디야
713,개화산점,서울 강서구 양천로 28 ,강서구,이디야
714,곰달래사거리점,서울 강서구 곰달래로 52 ,강서구,이디야
715,공항시장역점,서울 강서구 방화동로 37 ,강서구,이디야
716,까치산로점,서울 강서구 까치산로 182 ,강서구,이디야
717,까치산역점,서울 강서구 강서로17길 6 ,강서구,이디야
718,내발산점,서울 강서구 강서로 304 ,강서구,이디야
719,등촌3동점,서울 강서구 공항대로41길 34 ,강서구,이디야
720,등촌동점,서울 강서구 공항대로61길 20 ,강서구,이디야
721,등촌역점,서울 강서구 등촌로 217 ,강서구,이디야
722,등촌중앙점,서울 강서구 등촌로 67 ,강서구,이디야
723,렘넌트문화센터점,서울 강서구 화곡로63길 65 ,강서구,이디야
724,마곡대방디엠씨티점,서울 강서구 양천로 344 ,강서구,이디야
